Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
"Sun, Apr 3",Low Impact Expected,,,,,,
"Sun, Apr 3",,AUD,Low Impact Expected,ANZ Job Advertisements m/m,0.2%,-1.2%,
"Mon, Apr 4",3:00am,EUR,Medium Impact Expected,Spanish Unemployment Change,-58.2K,21.3K,2.2K
"Mon, Apr 4",4:30am,EUR,Low Impact Expected,Sentix Investor Confidence,5.7,6.9,5.5
"Mon, Apr 4",4:30am,GBP,High Impact Expected,Construction PMI,54.2,54.3,54.2
"Mon, Apr 4",5:00am,EUR,Medium Impact Expected,Unemployment Rate,10.3%,10.3%,10.3%
"Mon, Apr 4",5:00am,EUR,Low Impact Expected,PPI m/m,-0.7%,-0.5%,-1.1%
"Mon, Apr 4",10:00am,CAD,Low Impact Expected,BOC Gov Poloz Speaks,,,
"Mon, Apr 4",10:00am,USD,Medium Impact Expected,Factory Orders m/m,-1.7%,-1.5%,1.2%
"Mon, Apr 4",10:00am,USD,Low Impact Expected,Labor Market Conditions Index m/m,-2.1,-2.5,
"Mon, Apr 4",6:00pm,NZD,Medium Impact Expected,NZIER Business Confidence,2,15,
"Mon, Apr 4",7:30pm,AUD,Low Impact Expected,AIG Services Index,49.5,51.8,
"Mon, Apr 4",8:00pm,JPY,Low Impact Expected,Average Cash Earnings y/y,0.9%,0.2%,0.0%
"Mon, Apr 4",9:00pm,NZD,Low Impact Expected,ANZ Commodity Prices m/m,-1.3%,0.5%,
"Mon, Apr 4",9:30pm,AUD,High Impact Expected,Goods Trade Balance,-3.41B,-2.55B,-3.16B
"Mon, Apr 4",11:45pm,JPY,Low Impact Expected,10-y Bond Auction,-0.07|3.9,-0.02|3.2,
"Tue, Apr 5",12:30am,AUD,High Impact Expected,Cash Rate,2.00%,2.00%,2.00%
"Tue, Apr 5",12:30am,AUD,High Impact Expected,RBA Rate Statement,,,
"Tue, Apr 5",2:00am,EUR,Medium Impact Expected,German Factory Orders m/m,-1.2%,0.5%,0.5%
"Tue, Apr 5",3:15am,EUR,Low Impact Expected,Spanish Services PMI,55.3,54.2,54.1
"Tue, Apr 5",3:45am,EUR,Low Impact Expected,Italian Services PMI,51.2,54.3,53.8
"Tue, Apr 5",3:50am,EUR,Low Impact Expected,French Final Services PMI,49.9,51.2,51.2
